id,label,name,attributes
Dhanyapanchaka kwatha churna,Formulation,Dhanyapanchaka kwatha churna,"{""dosage"": ""48g in divided doses"", ""preparation_method"": """"}"
Dhashamula Siddha Taila,Formulation,Dhashamula Siddha Taila,"{""dosage"": ""8-8 drops in each nostril"", ""preparation_method"": """"}"
Dhatakyadi Taila,Formulation,Dhatakyadi Taila,"{""dosage"": ""5 ml"", ""preparation_method"": """"}"
Dhatri Lauha,Formulation,Dhatri Lauha,"{""dosage"": ""500 mg; 250-500 mg"", ""preparation_method"": """"}"
Dhatryadi Ghrta,Formulation,Dhatryadi Ghrta,"{""dosage"": ""12 g daily in divided doses."", ""preparation_method"": """"}"
Dhattura sodhana,Formulation,Dhattura sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Draksadi churna,Formulation,Draksadi churna,"{""dosage"": ""3 to 6 g"", ""preparation_method"": """"}"
Draksadi kwatha churna,Formulation,Draksadi kwatha churna,"{""dosage"": ""48g"", ""preparation_method"": """"}"
Draksarista,Formulation,Draksarista,"{""dosage"": ""15 – 30 ml orally with equal amount of water after meals twice a day."", ""preparation_method"": """"}"
Draksasava,Formulation,Draksasava,"{""dosage"": ""15 – 30 ml orally with equal amount of water after meals twice a day."", ""preparation_method"": """"}"
Draksavaleha,Formulation,Draksavaleha,"{""dosage"": ""6 to 12 gm twice a day"", ""preparation_method"": """"}"
Draksha,Formulation,Draksha,"{""dosage"": ""10-20 gm"", ""preparation_method"": """"}"
Drakshadi Kashaya,Formulation,Drakshadi Kashaya,"{""dosage"": ""60 ml; 20-40 ml"", ""preparation_method"": """"}"
Drakshadi Kwatha,Formulation,Drakshadi Kwatha,"{""dosage"": ""20-40 ml BD; 12-24 ml; 20-40 ml"", ""preparation_method"": """"}"
Drakshadi Leha,Formulation,Drakshadi Leha,"{""dosage"": ""6-12 gm"", ""preparation_method"": """"}"
Drakshadi gutika,Formulation,Drakshadi gutika,"{""dosage"": ""6-12g"", ""preparation_method"": """"}"
Drakshakashaya Siddha Kshira,Formulation,Drakshakashaya Siddha Kshira,"{""dosage"": ""Medicated milk"", ""preparation_method"": """"}"
Dugdha vati,Formulation,Dugdha vati,"{""dosage"": ""60 mg"", ""preparation_method"": """"}"
Ekangaveera Rasa,Formulation,Ekangaveera Rasa,"{""dosage"": ""125-250 mg; 60-125 mg"", ""preparation_method"": """"}"
Eladi Curna,Formulation,Eladi Curna,"{""dosage"": ""10 g daily in divided dose."", ""preparation_method"": """"}"
Eladi Gutika,Formulation,Eladi Gutika,"{""dosage"": ""2- 4 g per day in divided doses with honey"", ""preparation_method"": """"}"
Eladi ghrita,Formulation,Eladi ghrita,"{""dosage"": ""12g"", ""preparation_method"": """"}"
Eladya Modaka,Formulation,Eladya Modaka,"{""dosage"": ""6 to 12 gm twice a day"", ""preparation_method"": """"}"
Elanir kuzambu,Formulation,Elanir kuzambu,"{""dosage"": """", ""preparation_method"": """"}"
Eranda,Formulation,Eranda,"{""dosage"": ""5 gm"", ""preparation_method"": """"}"
Eranda Beeja Ksheerapaka,Formulation,Eranda Beeja Ksheerapaka,"{""dosage"": ""Use 5 seeds for preparation; 7 seeds/ day"", ""preparation_method"": """"}"
Eranda Bhrishta Haritaki,Formulation,Eranda Bhrishta Haritaki,"{""dosage"": ""3-6 gm"", ""preparation_method"": """"}"
Eranda Taila,Formulation,Eranda Taila,"{""dosage"": ""10-25 ml; 15-50 ml; 15-30 ml; 10-30 ml; 5-10 gm"", ""preparation_method"": """"}"
Eranda paka,Formulation,Eranda paka,"{""dosage"": ""5-15g"", ""preparation_method"": """"}"
Erandamula Kashaya,Formulation,Erandamula Kashaya,"{""dosage"": ""12-24 ml"", ""preparation_method"": """"}"
Erandamula Kwatha,Formulation,Erandamula Kwatha,"{""dosage"": ""20-40 ml"", ""preparation_method"": """"}"
Gairika,Formulation,Gairika,"{""dosage"": ""1 gm"", ""preparation_method"": """"}"
Gairika sodhana,Formulation,Gairika sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Gandamala kandana rasa,Formulation,Gandamala kandana rasa,"{""dosage"": ""250 mg to 500 mg"", ""preparation_method"": """"}"
Gandhaka rasayana,Formulation,Gandhaka rasayana,"{""dosage"": ""1-3g"", ""preparation_method"": """"}"
Gandhaka sodhana,Formulation,Gandhaka sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Gandhaka vati,Formulation,Gandhaka vati,"{""dosage"": ""2g"", ""preparation_method"": """"}"
Gandhakadyamalahara,Formulation,Gandhakadyamalahara,"{""dosage"": ""Lepa"", ""preparation_method"": """"}"
Gandharvahasta Taila,Formulation,Gandharvahasta Taila,"{""dosage"": ""6 to12 ml daily in divided doses"", ""preparation_method"": """"}"
Gandharvahastadi Kashaya,Formulation,Gandharvahastadi Kashaya,"{""dosage"": ""12-24 ml"", ""preparation_method"": """"}"
Gandharvahastadi kwatha churna,Formulation,Gandharvahastadi kwatha churna,"{""dosage"": ""48 g"", ""preparation_method"": """"}"
Garbha chintamani rasa,Formulation,Garbha chintamani rasa,"{""dosage"": ""250 mg"", ""preparation_method"": """"}"
Garbhapala rasa,Formulation,Garbhapala rasa,"{""dosage"": ""125 mg to 250 mg"", ""preparation_method"": """"}"
Gau Ghrta,Formulation,Gau Ghrta,"{""dosage"": ""3 drops in each nostrils"", ""preparation_method"": """"}"
Gauripasana sodhana,Formulation,Gauripasana sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Ghrta,Formulation,Ghrta,"{""dosage"": ""5-10 gm; 5 gm"", ""preparation_method"": """"}"
Ghrta Sukumara Ghrta,Formulation,Ghrta Sukumara Ghrta,"{""dosage"": ""6 - 12 g per day in divided doses with warm water /milk"", ""preparation_method"": """"}"
Godanti Bhasma,Formulation,Godanti Bhasma,"{""dosage"": ""125-250 mg"", ""preparation_method"": """"}"
Godanti sodhana,Formulation,Godanti sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Gojihvadi Kwatha,Formulation,Gojihvadi Kwatha,"{""dosage"": ""10 ml; 60 ml; 20-40 ml"", ""preparation_method"": """"}"
Gojihvadi kwatha churna,Formulation,Gojihvadi kwatha churna,"{""dosage"": ""10-20g"", ""preparation_method"": """"}"
Gokshura Curna,Formulation,Gokshura Curna,"{""dosage"": ""3-6 gm"", ""preparation_method"": """"}"
Gokshuradi Ghrta,Formulation,Gokshuradi Ghrta,"{""dosage"": ""5-10 gm"", ""preparation_method"": """"}"
Gokshuradi Kashaya,Formulation,Gokshuradi Kashaya,"{""dosage"": ""12-24 ml"", ""preparation_method"": """"}"
Goksuradi Guggulu,Formulation,Goksuradi Guggulu,"{""dosage"": ""2 - 3 g daily in divided doses."", ""preparation_method"": """"}"
Gomutra Haritaki,Formulation,Gomutra Haritaki,"{""dosage"": ""2 to 4 g daily in divided doses."", ""preparation_method"": """"}"
Gorachanadi vati,Formulation,Gorachanadi vati,"{""dosage"": ""125 g"", ""preparation_method"": """"}"
Grahani kapata rasa,Formulation,Grahani kapata rasa,"{""dosage"": ""500 mg"", ""preparation_method"": """"}"
Grahanimihira taila,Formulation,Grahanimihira taila,"{""dosage"": ""12 g"", ""preparation_method"": """"}"
Grhadhumadi lepa,Formulation,Grhadhumadi lepa,"{""dosage"": ""Lepa"", ""preparation_method"": """"}"
Griha dhumadi Lepa,Formulation,Griha dhumadi Lepa,"{""dosage"": ""Q.S."", ""preparation_method"": """"}"
Guda Haritaki,Formulation,Guda Haritaki,"{""dosage"": ""3 gm"", ""preparation_method"": """"}"
Gudapippali,Formulation,Gudapippali,"{""dosage"": ""6 to 12 g"", ""preparation_method"": """"}"
Guduchi,Formulation,Guduchi,"{""dosage"": ""400 to 500 ml; 10-20 ml; 3-6 gm"", ""preparation_method"": """"}"
Guduchi lauha,Formulation,Guduchi lauha,"{""dosage"": ""250mg"", ""preparation_method"": """"}"
Guduchi sattva,Formulation,Guduchi sattva,"{""dosage"": ""1 g"", ""preparation_method"": """"}"
Guduchyadi Kwatha,Formulation,Guduchyadi Kwatha,"{""dosage"": ""10-30 ml"", ""preparation_method"": """"}"
Guduchyadi gana kwatha churna,Formulation,Guduchyadi gana kwatha churna,"{""dosage"": ""48g in divided doses in a day"", ""preparation_method"": """"}"
Guduchyadi modaka,Formulation,Guduchyadi modaka,"{""dosage"": ""6 to 12 g"", ""preparation_method"": """"}"
Guduchyadi taila,Formulation,Guduchyadi taila,"{""dosage"": ""Taila"", ""preparation_method"": """"}"
Guggulu,Formulation,Guggulu,"{""dosage"": ""5-2 gm"", ""preparation_method"": """"}"
Guggulu Kaisora Guggulu,Formulation,Guggulu Kaisora Guggulu,"{""dosage"": ""3 g daily in divided doses."", ""preparation_method"": """"}"
Guggulu Panchapala Ch.,Formulation,Guggulu Panchapala Ch.,"{""dosage"": ""2-4 gm"", ""preparation_method"": """"}"
Guggulu Tiktaka Ghrta,Formulation,Guggulu Tiktaka Ghrta,"{""dosage"": ""15-30 ml"", ""preparation_method"": """"}"
Guggulu Tiktakam Kashaya,Formulation,Guggulu Tiktakam Kashaya,"{""dosage"": ""12-24 ml"", ""preparation_method"": """"}"
Guggulu Tiktakam Kwatha,Formulation,Guggulu Tiktakam Kwatha,"{""dosage"": ""12-24 ml"", ""preparation_method"": """"}"
Guggulu sodhana,Formulation,Guggulu sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Gulaba Arka,Formulation,Gulaba Arka,"{""dosage"": ""10 to 20 ml per day in divided doses / External use : 2-3 drops in each eye; 2/3 times a day"", ""preparation_method"": """"}"
Gulma kalanala rasa,Formulation,Gulma kalanala rasa,"{""dosage"": ""500 mg"", ""preparation_method"": """"}"
Gunja sodhana,Formulation,Gunja sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Gutika Maricadi Gutika,Formulation,Gutika Maricadi Gutika,"{""dosage"": ""3 g per day – to be dissolved slowly in the mouth."", ""preparation_method"": """"}"
Hajarulayahuda bhasma,Formulation,Hajarulayahuda bhasma,"{""dosage"": ""500mg-1g"", ""preparation_method"": """"}"
Haridra,Formulation,Haridra,"{""dosage"": ""5 gm; 3-6 gm"", ""preparation_method"": """"}"
Haridra Khanda,Formulation,Haridra Khanda,"{""dosage"": ""6 g with milk or water"", ""preparation_method"": """"}"
Haritaki,Formulation,Haritaki,"{""dosage"": ""1 gm each; 3-6 gm; 2-4 gm; 5-10 gm"", ""preparation_method"": """"}"
Haritala sodhana,Formulation,Haritala sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Hemagarbha pottali rasa,Formulation,Hemagarbha pottali rasa,"{""dosage"": ""125 mg"", ""preparation_method"": """"}"
Hemanatha rasa,Formulation,Hemanatha rasa,"{""dosage"": ""250 mg"", ""preparation_method"": """"}"
Hingu sodhana,Formulation,Hingu sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Hingula sodhana,Formulation,Hingula sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Hinguleshwara rasa,Formulation,Hinguleshwara rasa,"{""dosage"": ""50 mg to 125 mg"", ""preparation_method"": """"}"
Hingulottha parada sodhana,Formulation,Hingulottha parada sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Hingutriguna taila,Formulation,Hingutriguna taila,"{""dosage"": ""6g"", ""preparation_method"": """"}"
Hinguvachadi churna,Formulation,Hinguvachadi churna,"{""dosage"": ""2 to 4 g"", ""preparation_method"": """"}"
Hingvadi Gutika,Formulation,Hingvadi Gutika,"{""dosage"": ""250-500mg"", ""preparation_method"": """"}"
Hingvadi Taila,Formulation,Hingvadi Taila,"{""dosage"": ""Externally as ear drops- 5-10 drops in the affected ear once or twice a day (Karnapurana)"", ""preparation_method"": """"}"
Hingvadi churna,Formulation,Hingvadi churna,"{""dosage"": ""2 to 4 g"", ""preparation_method"": """"}"
Hingvastaka Curna,Formulation,Hingvastaka Curna,"{""dosage"": ""3 to 6 g daily in divided doses."", ""preparation_method"": """"}"
Hiranyagarbhapottali rasa,Formulation,Hiranyagarbhapottali rasa,"{""dosage"": ""250 mg"", ""preparation_method"": """"}"
Hridyavirecana leha,Formulation,Hridyavirecana leha,"{""dosage"": ""12 g"", ""preparation_method"": """"}"
Hutabhugadi churna,Formulation,Hutabhugadi churna,"{""dosage"": ""3 to 6 g"", ""preparation_method"": """"}"
I tone eye drops,Formulation,I tone eye drops,"{""dosage"": ""1 drop"", ""preparation_method"": """"}"
Icchabhedi Rasa,Formulation,Icchabhedi Rasa,"{""dosage"": ""1 Vati"", ""preparation_method"": """"}"
Indrayana,Formulation,Indrayana,"{""dosage"": ""3-6 gm / 10-20 ml"", ""preparation_method"": """"}"
Indukanta Ghrta,Formulation,Indukanta Ghrta,"{""dosage"": ""6 to 12 gm twice a day"", ""preparation_method"": """"}"
Intuppukana churna,Formulation,Intuppukana churna,"{""dosage"": ""6 g"", ""preparation_method"": """"}"
Irimedadi Taila,Formulation,Irimedadi Taila,"{""dosage"": ""10 to 20 ml as required"", ""preparation_method"": """"}"
Jaharamohara bhasma,Formulation,Jaharamohara bhasma,"{""dosage"": ""250mg"", ""preparation_method"": """"}"
Jaharamohara pisti,Formulation,Jaharamohara pisti,"{""dosage"": ""250mg-1g"", ""preparation_method"": """"}"
Jaipala sodhana,Formulation,Jaipala sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Jalodaradi Rasa,Formulation,Jalodaradi Rasa,"{""dosage"": ""1-2 Vati"", ""preparation_method"": """"}"
Jalodarari rasa,Formulation,Jalodarari rasa,"{""dosage"": ""125 mg"", ""preparation_method"": """"}"
Janjimasyarka,Formulation,Janjimasyarka,"{""dosage"": ""12 to 24 ml"", ""preparation_method"": """"}"
Jatamamsi,Formulation,Jatamamsi,"{""dosage"": ""5 gm"", ""preparation_method"": """"}"
Jatamamsi Arka,Formulation,Jatamamsi Arka,"{""dosage"": ""10 to 20 ml per day in divided doses"", ""preparation_method"": """"}"
Jatamansi Curna,Formulation,Jatamansi Curna,"{""dosage"": ""5-2 gm"", ""preparation_method"": """"}"
Jatamansya Arka,Formulation,Jatamansya Arka,"{""dosage"": ""10 ml"", ""preparation_method"": """"}"
Jateephala Curna,Formulation,Jateephala Curna,"{""dosage"": ""1-2 gm"", ""preparation_method"": """"}"
Jatipatra,Formulation,Jatipatra,"{""dosage"": ""5 gm"", ""preparation_method"": """"}"
Jatiphaladya Curna,Formulation,Jatiphaladya Curna,"{""dosage"": ""2-5 g in divided doses."", ""preparation_method"": """"}"
Jatyadi Ghrta,Formulation,Jatyadi Ghrta,"{""dosage"": ""For application on various types of wounds and ulcers."", ""preparation_method"": """"}"
Jatyadi taila,Formulation,Jatyadi taila,"{""dosage"": ""5 ml"", ""preparation_method"": """"}"
Javahara mohara,Formulation,Javahara mohara,"{""dosage"": ""125 mg"", ""preparation_method"": """"}"
Jayamangala Rasa,Formulation,Jayamangala Rasa,"{""dosage"": ""125 mg; 125-250 mg"", ""preparation_method"": """"}"
Jeevaniya Ghrta,Formulation,Jeevaniya Ghrta,"{""dosage"": ""8 drops in each nostril"", ""preparation_method"": """"}"
Jirakadi modaka,Formulation,Jirakadi modaka,"{""dosage"": ""10 to 24 g"", ""preparation_method"": """"}"
Jirakadyarista,Formulation,Jirakadyarista,"{""dosage"": ""15 – 30 ml orally with equal amount of water after meals twice a day."", ""preparation_method"": """"}"
Jivantyadi ghrita,Formulation,Jivantyadi ghrita,"{""dosage"": ""12 g"", ""preparation_method"": """"}"
Jvaraghni gutika,Formulation,Jvaraghni gutika,"{""dosage"": ""1g"", ""preparation_method"": """"}"
Jvarankusha rasa (ka),Formulation,Jvarankusha rasa (ka),"{""dosage"": ""125 mg"", ""preparation_method"": """"}"
Jvarankusha rasa (kha),Formulation,Jvarankusha rasa (kha),"{""dosage"": ""250 mg to 500 mg"", ""preparation_method"": """"}"
Jwaraghni Gutika,Formulation,Jwaraghni Gutika,"{""dosage"": ""1-2 tab (250mg)"", ""preparation_method"": """"}"
Jwarahara Kashaya,Formulation,Jwarahara Kashaya,"{""dosage"": ""40 ml"", ""preparation_method"": """"}"
Jwaramurari Rasa,Formulation,Jwaramurari Rasa,"{""dosage"": ""125-250 mg"", ""preparation_method"": """"}"
Jyotismati Taila,Formulation,Jyotismati Taila,"{""dosage"": ""Externally for Abhyanga (application on affected area)"", ""preparation_method"": """"}"
Kaccireadi churna (lepa),Formulation,Kaccireadi churna (lepa),"{""dosage"": ""Lepa"", ""preparation_method"": """"}"
Kadali kshara,Formulation,Kadali kshara,"{""dosage"": ""125 to 250 mg"", ""preparation_method"": """"}"
Kaishora guggulu,Formulation,Kaishora guggulu,"{""dosage"": ""3 g"", ""preparation_method"": """"}"
Kakamaci Arka,Formulation,Kakamaci Arka,"{""dosage"": ""10 to 20 ml per day in divided doses"", ""preparation_method"": """"}"
Kakolyadi Ghrta,Formulation,Kakolyadi Ghrta,"{""dosage"": ""As per requirement"", ""preparation_method"": """"}"
Kalaka Curna,Formulation,Kalaka Curna,"{""dosage"": ""1 gm"", ""preparation_method"": """"}"
Kalaka churna (lepa),Formulation,Kalaka churna (lepa),"{""dosage"": ""Lepa"", ""preparation_method"": """"}"
Kalakuta rasa,Formulation,Kalakuta rasa,"{""dosage"": ""250 mg"", ""preparation_method"": """"}"
Kalamegh,Formulation,Kalamegh,"{""dosage"": ""3-5gm; 3-6 gm"", ""preparation_method"": """"}"
Kalingadi Kashaya,Formulation,Kalingadi Kashaya,"{""dosage"": ""20-40 ml"", ""preparation_method"": """"}"
Kalyana kshara,Formulation,Kalyana kshara,"{""dosage"": ""1 g"", ""preparation_method"": """"}"
Kalyanaka Ghrta,Formulation,Kalyanaka Ghrta,"{""dosage"": ""12 g daily in divided doses."", ""preparation_method"": """"}"
Kalyanaka Ksara,Formulation,Kalyanaka Ksara,"{""dosage"": ""1 g daily in divided doses."", ""preparation_method"": """"}"
Kalyanaka ghrita,Formulation,Kalyanaka ghrita,"{""dosage"": ""12g"", ""preparation_method"": """"}"
Kalyanaka guda,Formulation,Kalyanaka guda,"{""dosage"": ""6 to 12 g"", ""preparation_method"": """"}"
Kalyanaka leha,Formulation,Kalyanaka leha,"{""dosage"": ""12 g daily in divided doses."", ""preparation_method"": """"}"
Kalyanavaleha,Formulation,Kalyanavaleha,"{""dosage"": ""1-2g"", ""preparation_method"": """"}"
Kamadudha Rasa,Formulation,Kamadudha Rasa,"{""dosage"": ""125-500 mg; 1-2 tab (125-250 mg)"", ""preparation_method"": """"}"
Kamadudha rasa (mauktika yukta),Formulation,Kamadudha rasa (mauktika yukta),"{""dosage"": ""125 mg to 500 mg"", ""preparation_method"": """"}"
Kampillaka Curna,Formulation,Kampillaka Curna,"{""dosage"": ""250-500 mg"", ""preparation_method"": """"}"
Kampillaka sodhana,Formulation,Kampillaka sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Kanaka Taila,Formulation,Kanaka Taila,"{""dosage"": ""External use: for Abhyanga (apply on whole body) Nasya - 2 to 4 drops per nostril once or twice a day"", ""preparation_method"": """"}"
Kanakasava,Formulation,Kanakasava,"{""dosage"": ""15 – 30 ml orally with equal amount of water after meals twice a day."", ""preparation_method"": """"}"
Kanaksundara rasa,Formulation,Kanaksundara rasa,"{""dosage"": ""125 mg"", ""preparation_method"": """"}"
Kancanara Guggulu,Formulation,Kancanara Guggulu,"{""dosage"": ""2-3 g daily in divided doses."", ""preparation_method"": """"}"
Kanchanabhra rasa,Formulation,Kanchanabhra rasa,"{""dosage"": ""62.5 mg"", ""preparation_method"": """"}"
Kankayana Vati,Formulation,Kankayana Vati,"{""dosage"": ""1-2 Vati"", ""preparation_method"": """"}"
Kankayana gutika,Formulation,Kankayana gutika,"{""dosage"": ""2g"", ""preparation_method"": """"}"
Kankustha sodhana,Formulation,Kankustha sodhana,"{""dosage"": ""Sodhana"", ""preparation_method"": """"}"
Kantakari Avaleha,Formulation,Kantakari Avaleha,"{""dosage"": ""10gm; 10 gm"", ""preparation_method"": """"}"
Kantakari Ghrta,Formulation,Kantakari Ghrta,"{""dosage"": ""10 ml; 3-5 gm"", ""preparation_method"": """"}"
Kantakaryadi Kwatha,Formulation,Kantakaryadi Kwatha,"{""dosage"": ""12 – 24 ml"", ""preparation_method"": """"}"
Kantakaryavaleha,Formulation,Kantakaryavaleha,"{""dosage"": ""6 to 12 g"", ""preparation_method"": """"}"
